N_out,P_low,P_upp
651,0.27168443914254703,0.43212836202498783
652,0.2707564866820764,0.4310948335834277
653,0.26982891825239697,0.430060921621076
654,0.26890173462517597,0.4290266253710582
655,0.26797493657974036,0.42799194405887286
656,0.2670485249031411,0.4269568769023304
657,0.2661225003902168,0.4259214231114874
658,0.2651968638436599,0.4248855818885826
659,0.26427161607408234,0.4238493524279707
660,0.26334675790008333,0.42281273391605556
661,0.26242229014831775,0.421775725531222
662,0.2614982136535644,0.4207383264437685
663,0.26057452925879754,0.4197005358158359
664,0.25965123781525634,0.41866235280133735
665,0.2587283401825188,0.41762377654588656
666,0.2578058372285741,0.41658480618672566
667,0.2568837298298967,0.41554544085265077
668,0.25596201887152215,0.4145056796639369
669,0.2550407052471231,0.41346552173226303
670,0.254119789859087,0.4124249661606345
671,0.25319927361859507,0.411384012043305
672,0.2522791574457013,0.41034265846569773
673,0.25135944226941354,0.4093009045043243
674,0.25044012902777624,0.40825874922670435
675,0.24952121866795263,0.40721619169128154
676,0.24860271214631036,0.40617323094734115
677,0.24768461042850598,0.4051298660349234
678,0.24676691448957266,0.40408609598473877
679,0.24584962531400834,0.4030419198180786
680,0.2449327438958646,0.4019973365467282
681,0.2440162712388383,0.40095234517287504
682,0.24310020835636303,0.3999069446890181
683,0.24218455627170266,0.3988611340778747
684,0.24126931601804658,0.3978149123122867
685,0.24035448863860576,0.39676827835512496
686,0.23944007518670984,0.3957212311591911
687,0.2385260767259072,0.3946737696671213
688,0.23761249433006504,0.393625892811284
689,0.23669932908347102,0.3925775995136802
690,0.2357865820809376,0.39152888868584046
691,0.23487425442790733,0.39047975922871947
692,0.2339623472405581,0.38943021003259093
693,0.23305086164591282,0.38838023997693993
694,0.23213979878194935,0.3873298479303533
695,0.23122915979771108,0.3862790327504093
696,0.2303189458534216,0.3852277932835647
697,0.22940915812059792,0.3841761283650411
698,0.2284997977821691,0.3831240368187083
699,0.22759086603259315,0.3820715174569673
700,0.2266823640779787,0.38101856908063025
701,0.22577429313620578,0.3799651904787993
